month_year,district_lgd_code,pincode,demo_age_5_17,demo_age_17_,district_label,state
Jan-26,470,413229,1,21,Beed,Maharashtra
Jan-26,470,413249,1,18,Beed,Maharashtra
Jan-26,470,414202,0,17,Beed,Maharashtra
Jan-26,470,414203,4,89,Beed,Maharashtra
Jan-26,470,414204,0,1,Beed,Maharashtra
Jan-26,470,414205,6,8,Beed,Maharashtra
Jan-26,470,414208,0,25,Beed,Maharashtra
Jan-26,470,431122,14,107,Beed,Maharashtra
Jan-26,470,431123,3,82,Beed,Maharashtra
Jan-26,470,431124,3,39,Beed,Maharashtra
Jan-26,470,431125,2,16,Beed,Maharashtra
Jan-26,470,431126,0,41,Beed,Maharashtra
Jan-26,470,431127,5,96,Beed,Maharashtra
Jan-26,470,431128,5,82,Beed,Maharashtra
Jan-26,470,431129,0,50,Beed,Maharashtra
Jan-26,470,431130,2,9,Beed,Maharashtra
Jan-26,470,431131,11,122,Beed,Maharashtra
Jan-26,470,431142,1,6,Beed,Maharashtra
Jan-26,470,431143,2,48,Beed,Maharashtra
Jan-26,470,431515,13,86,Beed,Maharashtra
Jan-26,470,431517,3,112,Beed,Maharashtra
Jan-26,470,431518,1,10,Beed,Maharashtra
Jan-26,470,431519,0,10,Beed,Maharashtra
Jan-26,470,431523,1,23,Beed,Maharashtra
Jan-26,470,431530,6,31,Beed,Maharashtra
Jan-26,471,441203,2,22,Bhandara,Maharashtra
Jan-26,471,441802,2,22,Bhandara,Maharashtra
Jan-26,471,441803,1,18,Bhandara,Maharashtra
Jan-26,471,441804,1,19,Bhandara,Maharashtra
Jan-26,471,441805,0,5,Bhandara,Maharashtra
Jan-26,471,441809,1,7,Bhandara,Maharashtra
Jan-26,471,441903,0,4,Bhandara,Maharashtra
Jan-26,471,441904,4,12,Bhandara,Maharashtra
Jan-26,471,441905,0,8,Bhandara,Maharashtra
Jan-26,471,441906,3,27,Bhandara,Maharashtra
Jan-26,471,441907,0,3,Bhandara,Maharashtra
Jan-26,471,441908,0,4,Bhandara,Maharashtra
Jan-26,471,441909,0,10,Bhandara,Maharashtra
Jan-26,471,441910,3,26,Bhandara,Maharashtra
Jan-26,471,441912,2,41,Bhandara,Maharashtra
Jan-26,471,441913,0,1,Bhandara,Maharashtra
Jan-26,471,441914,1,13,Bhandara,Maharashtra
Jan-26,471,441915,1,23,Bhandara,Maharashtra
Jan-26,471,441924,0,6,Bhandara,Maharashtra
Jan-26,472,443001,9,86,Buldhana,Maharashtra
Jan-26,472,443101,5,46,Buldhana,Maharashtra
Jan-26,472,443102,0,18,Buldhana,Maharashtra
Jan-26,472,443103,2,40,Buldhana,Maharashtra
Jan-26,472,443104,1,6,Buldhana,Maharashtra
Jan-26,472,443106,0,9,Buldhana,Maharashtra
Jan-26,472,443112,1,13,Buldhana,Maharashtra
Jan-26,472,443201,6,26,Buldhana,Maharashtra
Jan-26,472,443202,0,5,Buldhana,Maharashtra
Jan-26,472,443203,0,17,Buldhana,Maharashtra
Jan-26,472,443204,1,16,Buldhana,Maharashtra
Jan-26,472,443206,0,5,Buldhana,Maharashtra
Jan-26,472,443301,4,69,Buldhana,Maharashtra
Jan-26,472,443302,0,12,Buldhana,Maharashtra
Jan-26,472,443303,1,39,Buldhana,Maharashtra
Jan-26,472,443304,4,24,Buldhana,Maharashtra
Jan-26,472,443308,0,23,Buldhana,Maharashtra
Jan-26,472,443401,1,12,Buldhana,Maharashtra
Jan-26,472,443402,9,72,Buldhana,Maharashtra
Jan-26,472,443403,0,19,Buldhana,Maharashtra
Jan-26,472,443404,1,48,Buldhana,Maharashtra
Jan-26,472,444201,0,2,Buldhana,Maharashtra
Jan-26,472,444202,0,11,Buldhana,Maharashtra
Jan-26,472,444203,2,26,Buldhana,Maharashtra
Jan-26,472,444204,0,10,Buldhana,Maharashtra
Jan-26,472,444301,3,16,Buldhana,Maharashtra
Jan-26,472,444303,2,117,Buldhana,Maharashtra
Jan-26,472,444306,0,2,Buldhana,Maharashtra
Jan-26,472,444312,1,4,Buldhana,Maharashtra
Jan-26,473,441205,1,20,Chandrapur,Maharashtra
Jan-26,473,441206,6,67,Chandrapur,Maharashtra
Jan-26,473,441212,2,7,Chandrapur,Maharashtra
Jan-26,473,441215,2,22,Chandrapur,Maharashtra
Jan-26,473,441221,0,1,Chandrapur,Maharashtra
Jan-26,473,441222,0,13,Chandrapur,Maharashtra
Jan-26,473,441223,1,13,Chandrapur,Maharashtra
Jan-26,473,441224,1,5,Chandrapur,Maharashtra
Jan-26,473,441225,1,9,Chandrapur,Maharashtra
Jan-26,473,441228,0,9,Chandrapur,Maharashtra
Jan-26,473,442401,8,32,Chandrapur,Maharashtra
Jan-26,473,442402,0,2,Chandrapur,Maharashtra
Jan-26,473,442403,0,2,Chandrapur,Maharashtra
Jan-26,473,442404,1,5,Chandrapur,Maharashtra
Jan-26,473,442406,0,1,Chandrapur,Maharashtra
Jan-26,473,442501,0,1,Chandrapur,Maharashtra
Jan-26,473,442502,0,1,Chandrapur,Maharashtra
Jan-26,473,442503,0,1,Chandrapur,Maharashtra
Jan-26,473,442505,0,11,Chandrapur,Maharashtra
Jan-26,473,442507,0,2,Chandrapur,Maharashtra
Jan-26,473,442701,3,23,Chandrapur,Maharashtra
Jan-26,473,442702,2,37,Chandrapur,Maharashtra
Jan-26,473,442901,0,5,Chandrapur,Maharashtra
Jan-26,473,442902,4,18,Chandrapur,Maharashtra
Jan-26,473,442903,2,47,Chandrapur,Maharashtra
Jan-26,473,442904,0,8,Chandrapur,Maharashtra
Jan-26,473,442905,4,28,Chandrapur,Maharashtra
Jan-26,473,442906,1,31,Chandrapur,Maharashtra
Jan-26,473,442907,2,25,Chandrapur,Maharashtra
Jan-26,473,442908,0,46,Chandrapur,Maharashtra
Jan-26,473,442914,1,14,Chandrapur,Maharashtra
Jan-26,473,442916,1,50,Chandrapur,Maharashtra
Jan-26,473,442917,0,12,Chandrapur,Maharashtra
Jan-26,474,424001,4,52,Dhule,Maharashtra
Jan-26,474,424002,4,25,Dhule,Maharashtra
Jan-26,474,424005,2,22,Dhule,Maharashtra
Jan-26,474,424006,0,13,Dhule,Maharashtra
Jan-26,474,424301,0,11,Dhule,Maharashtra
Jan-26,474,424302,0,4,Dhule,Maharashtra
Jan-26,474,424303,3,3,Dhule,Maharashtra
Jan-26,474,424304,0,79,Dhule,Maharashtra
Jan-26,474,424305,2,15,Dhule,Maharashtra
Jan-26,474,424306,2,48,Dhule,Maharashtra
Jan-26,474,424307,0,10,Dhule,Maharashtra
Jan-26,474,424308,2,5,Dhule,Maharashtra
Jan-26,474,424309,0,3,Dhule,Maharashtra
Jan-26,474,424310,2,21,Dhule,Maharashtra
Jan-26,474,424311,1,16,Dhule,Maharashtra
Jan-26,474,425403,1,3,Dhule,Maharashtra
Jan-26,474,425404,0,7,Dhule,Maharashtra
Jan-26,474,425405,2,93,Dhule,Maharashtra
Jan-26,474,425406,1,24,Dhule,Maharashtra
Jan-26,474,425407,0,12,Dhule,Maharashtra
Jan-26,474,425408,3,56,Dhule,Maharashtra
Jan-26,474,425421,0,7,Dhule,Maharashtra
Jan-26,474,425427,1,6,Dhule,Maharashtra
Jan-26,474,425428,1,10,Dhule,Maharashtra
Jan-26,475,441207,1,24,Gadchiroli,Maharashtra
Jan-26,475,441208,0,13,Gadchiroli,Maharashtra
Jan-26,475,441209,1,25,Gadchiroli,Maharashtra
Jan-26,475,441217,0,2,Gadchiroli,Maharashtra
Jan-26,475,442504,0,16,Gadchiroli,Maharashtra
Jan-26,475,442603,2,29,Gadchiroli,Maharashtra
Jan-26,475,442604,0,2,Gadchiroli,Maharashtra
Jan-26,475,442605,2,21,Gadchiroli,Maharashtra
Jan-26,475,442606,2,21,Gadchiroli,Maharashtra
Jan-26,475,442703,0,4,Gadchiroli,Maharashtra
Jan-26,475,442704,5,23,Gadchiroli,Maharashtra
Jan-26,475,442705,0,9,Gadchiroli,Maharashtra
Jan-26,475,442707,1,14,Gadchiroli,Maharashtra
Jan-26,475,442709,0,9,Gadchiroli,Maharashtra
Jan-26,475,442710,0,33,Gadchiroli,Maharashtra
Jan-26,476,441601,14,66,Gondia,Maharashtra
Jan-26,476,441614,6,39,Gondia,Maharashtra
Jan-26,476,441701,0,22,Gondia,Maharashtra
Jan-26,476,441702,2,26,Gondia,Maharashtra
Jan-26,476,441806,0,6,Gondia,Maharashtra
Jan-26,476,441807,3,38,Gondia,Maharashtra
Jan-26,476,441901,5,40,Gondia,Maharashtra
Jan-26,476,441902,0,1,Gondia,Maharashtra
Jan-26,476,441911,3,21,Gondia,Maharashtra
Jan-26,476,441916,0,17,Gondia,Maharashtra
Jan-26,477,431509,16,154,Hingoli,Maharashtra
Jan-26,477,431512,12,141,Hingoli,Maharashtra
Jan-26,477,431513,16,165,Hingoli,Maharashtra
Jan-26,477,431542,0,28,Hingoli,Maharashtra
Jan-26,477,431701,3,18,Hingoli,Maharashtra
Jan-26,477,431702,2,32,Hingoli,Maharashtra
Jan-26,477,431703,2,27,Hingoli,Maharashtra
Jan-26,477,431705,9,30,Hingoli,Maharashtra
Jan-26,477,431712,7,135,Hingoli,Maharashtra
Jan-26,478,424101,10,113,Jalgaon,Maharashtra
Jan-26,478,424102,2,4,Jalgaon,Maharashtra
Jan-26,478,424103,1,17,Jalgaon,Maharashtra
Jan-26,478,424104,0,11,Jalgaon,Maharashtra
Jan-26,478,424105,0,7,Jalgaon,Maharashtra
Jan-26,478,424106,1,59,Jalgaon,Maharashtra
Jan-26,478,424107,0,2,Jalgaon,Maharashtra
Jan-26,478,424108,0,20,Jalgaon,Maharashtra
Jan-26,478,424116,0,7,Jalgaon,Maharashtra
Jan-26,478,424201,7,58,Jalgaon,Maharashtra
Jan-26,478,424202,2,4,Jalgaon,Maharashtra
Jan-26,478,424203,0,9,Jalgaon,Maharashtra
Jan-26,478,424204,2,22,Jalgaon,Maharashtra
Jan-26,478,424205,1,8,Jalgaon,Maharashtra
Jan-26,478,424206,2,59,Jalgaon,Maharashtra
Jan-26,478,424207,1,11,Jalgaon,Maharashtra
Jan-26,478,424209,0,11,Jalgaon,Maharashtra
Jan-26,478,425001,8,70,Jalgaon,Maharashtra
Jan-26,478,425002,11,53,Jalgaon,Maharashtra
Jan-26,478,425101,1,2,Jalgaon,Maharashtra
Jan-26,478,425102,1,0,Jalgaon,Maharashtra
Jan-26,478,425103,0,1,Jalgaon,Maharashtra
Jan-26,478,425104,4,13,Jalgaon,Maharashtra
Jan-26,478,425105,2,11,Jalgaon,Maharashtra
Jan-26,478,425107,2,29,Jalgaon,Maharashtra
Jan-26,478,425108,1,11,Jalgaon,Maharashtra
Jan-26,478,425109,0,12,Jalgaon,Maharashtra
Jan-26,478,425110,1,15,Jalgaon,Maharashtra
Jan-26,478,425111,5,82,Jalgaon,Maharashtra
Jan-26,478,425112,0,4,Jalgaon,Maharashtra
Jan-26,478,425113,0,1,Jalgaon,Maharashtra
Jan-26,478,425114,0,9,Jalgaon,Maharashtra
Jan-26,478,425115,1,8,Jalgaon,Maharashtra
Jan-26,478,425116,1,6,Jalgaon,Maharashtra
Jan-26,478,425127,2,10,Jalgaon,Maharashtra
Jan-26,478,425201,5,99,Jalgaon,Maharashtra
Jan-26,478,425203,0,5,Jalgaon,Maharashtra
Jan-26,478,425301,2,25,Jalgaon,Maharashtra
Jan-26,478,425302,0,2,Jalgaon,Maharashtra
Jan-26,478,425303,0,18,Jalgaon,Maharashtra
Jan-26,478,425304,0,2,Jalgaon,Maharashtra
Jan-26,478,425305,3,15,Jalgaon,Maharashtra
Jan-26,478,425306,8,38,Jalgaon,Maharashtra
Jan-26,478,425307,1,3,Jalgaon,Maharashtra
Jan-26,478,425308,0,4,Jalgaon,Maharashtra
Jan-26,478,425309,0,4,Jalgaon,Maharashtra
Jan-26,478,425310,2,45,Jalgaon,Maharashtra
Jan-26,478,425311,0,9,Jalgaon,Maharashtra
Jan-26,478,425401,1,38,Jalgaon,Maharashtra
Jan-26,478,425402,0,1,Jalgaon,Maharashtra
Jan-26,478,425420,0,3,Jalgaon,Maharashtra
Jan-26,478,425501,0,7,Jalgaon,Maharashtra
Jan-26,478,425502,2,14,Jalgaon,Maharashtra
Jan-26,478,425503,3,21,Jalgaon,Maharashtra
Jan-26,478,425504,0,2,Jalgaon,Maharashtra
Jan-26,478,425505,0,1,Jalgaon,Maharashtra
Jan-26,478,425506,0,2,Jalgaon,Maharashtra
Jan-26,478,425508,2,13,Jalgaon,Maharashtra
Jan-26,478,425524,0,5,Jalgaon,Maharashtra
Jan-26,479,431007,0,5,Jalna,Maharashtra
Jan-26,479,431112,5,45,Jalna,Maharashtra
Jan-26,479,431114,2,39,Jalna,Maharashtra
Jan-26,479,431121,6,27,Jalna,Maharashtra
Jan-26,479,431132,2,22,Jalna,Maharashtra
Jan-26,479,431134,5,25,Jalna,Maharashtra
Jan-26,479,431135,1,10,Jalna,Maharashtra
Jan-26,479,431137,1,32,Jalna,Maharashtra
Jan-26,479,431202,7,30,Jalna,Maharashtra
Jan-26,479,431203,1,17,Jalna,Maharashtra
Jan-26,479,431204,1,38,Jalna,Maharashtra
Jan-26,479,431205,1,5,Jalna,Maharashtra
Jan-26,479,431206,0,24,Jalna,Maharashtra
Jan-26,479,431207,1,7,Jalna,Maharashtra
Jan-26,479,431208,0,13,Jalna,Maharashtra
Jan-26,479,431209,3,26,Jalna,Maharashtra
Jan-26,479,431211,1,15,Jalna,Maharashtra
Jan-26,479,431212,1,27,Jalna,Maharashtra
Jan-26,479,431213,0,5,Jalna,Maharashtra
Jan-26,479,431501,6,88,Jalna,Maharashtra
Jan-26,479,431502,1,8,Jalna,Maharashtra
Jan-26,479,431503,14,77,Jalna,Maharashtra
Jan-26,479,431504,4,38,Jalna,Maharashtra
Jan-26,479,431507,0,4,Jalna,Maharashtra
Jan-26,480,415101,0,30,Kolhapur,Maharashtra
Jan-26,480,416001,2,52,Kolhapur,Maharashtra
Jan-26,480,416002,0,27,Kolhapur,Maharashtra
Jan-26,480,416003,4,38,Kolhapur,Maharashtra
Jan-26,480,416004,0,5,Kolhapur,Maharashtra
Jan-26,480,416005,0,3,Kolhapur,Maharashtra
Jan-26,480,416006,0,12,Kolhapur,Maharashtra
Jan-26,480,416007,1,18,Kolhapur,Maharashtra
Jan-26,480,416008,1,23,Kolhapur,Maharashtra
Jan-26,480,416010,1,22,Kolhapur,Maharashtra
Jan-26,480,416011,0,4,Kolhapur,Maharashtra
Jan-26,480,416012,7,52,Kolhapur,Maharashtra
Jan-26,480,416013,1,22,Kolhapur,Maharashtra
Jan-26,480,416101,3,29,Kolhapur,Maharashtra
Jan-26,480,416102,0,15,Kolhapur,Maharashtra
Jan-26,480,416103,0,1,Kolhapur,Maharashtra
Jan-26,480,416105,0,0,Kolhapur,Maharashtra
Jan-26,480,416106,0,12,Kolhapur,Maharashtra
Jan-26,480,416109,1,12,Kolhapur,Maharashtra
Jan-26,480,416110,0,4,Kolhapur,Maharashtra
Jan-26,480,416111,0,2,Kolhapur,Maharashtra
Jan-26,480,416112,0,10,Kolhapur,Maharashtra
Jan-26,480,416113,1,5,Kolhapur,Maharashtra
Jan-26,480,416114,0,15,Kolhapur,Maharashtra
Jan-26,480,416115,0,14,Kolhapur,Maharashtra
Jan-26,480,416116,2,26,Kolhapur,Maharashtra
Jan-26,480,416117,0,1,Kolhapur,Maharashtra
Jan-26,480,416118,2,10,Kolhapur,Maharashtra
Jan-26,480,416119,0,14,Kolhapur,Maharashtra
Jan-26,480,416120,0,2,Kolhapur,Maharashtra
Jan-26,480,416121,0,9,Kolhapur,Maharashtra
Jan-26,480,416122,7,21,Kolhapur,Maharashtra
Jan-26,480,416143,0,8,Kolhapur,Maharashtra
Jan-26,480,416146,1,3,Kolhapur,Maharashtra
Jan-26,480,416201,1,5,Kolhapur,Maharashtra
Jan-26,480,416202,0,7,Kolhapur,Maharashtra
Jan-26,480,416203,1,38,Kolhapur,Maharashtra
Jan-26,480,416204,0,1,Kolhapur,Maharashtra
Jan-26,480,416205,0,4,Kolhapur,Maharashtra
Jan-26,480,416206,1,24,Kolhapur,Maharashtra
Jan-26,480,416207,0,4,Kolhapur,Maharashtra
Jan-26,480,416208,1,39,Kolhapur,Maharashtra
Jan-26,480,416209,2,54,Kolhapur,Maharashtra
Jan-26,480,416210,0,16,Kolhapur,Maharashtra
Jan-26,480,416211,3,42,Kolhapur,Maharashtra
Jan-26,480,416212,1,4,Kolhapur,Maharashtra
Jan-26,480,416213,0,25,Kolhapur,Maharashtra
Jan-26,480,416214,0,26,Kolhapur,Maharashtra
Jan-26,480,416215,1,8,Kolhapur,Maharashtra
Jan-26,480,416216,0,28,Kolhapur,Maharashtra
Jan-26,480,416218,0,13,Kolhapur,Maharashtra
Jan-26,480,416219,0,7,Kolhapur,Maharashtra
Jan-26,480,416220,0,14,Kolhapur,Maharashtra
Jan-26,480,416221,0,20,Kolhapur,Maharashtra
Jan-26,480,416223,0,11,Kolhapur,Maharashtra
Jan-26,480,416229,1,15,Kolhapur,Maharashtra
Jan-26,480,416230,0,26,Kolhapur,Maharashtra
Jan-26,480,416232,0,5,Kolhapur,Maharashtra
Jan-26,480,416234,0,11,Kolhapur,Maharashtra
Jan-26,480,416235,2,24,Kolhapur,Maharashtra
Jan-26,480,416236,0,11,Kolhapur,Maharashtra
Jan-26,480,416501,0,2,Kolhapur,Maharashtra
Jan-26,480,416502,2,29,Kolhapur,Maharashtra
Jan-26,480,416503,0,12,Kolhapur,Maharashtra
Jan-26,480,416504,1,20,Kolhapur,Maharashtra
Jan-26,480,416505,0,29,Kolhapur,Maharashtra
Jan-26,480,416506,1,18,Kolhapur,Maharashtra
Jan-26,480,416507,2,23,Kolhapur,Maharashtra
Jan-26,480,416508,0,6,Kolhapur,Maharashtra
Jan-26,480,416509,1,18,Kolhapur,Maharashtra
Jan-26,480,416526,0,6,Kolhapur,Maharashtra
Jan-26,480,416552,0,4,Kolhapur,Maharashtra
Jan-26,481,413510,2,30,Latur,Maharashtra
Jan-26,481,413511,1,36,Latur,Maharashtra
Jan-26,481,413512,12,199,Latur,Maharashtra
Jan-26,481,413513,1,17,Latur,Maharashtra
Jan-26,481,413514,3,16,Latur,Maharashtra
Jan-26,481,413515,5,89,Latur,Maharashtra
Jan-26,481,413516,2,33,Latur,Maharashtra
Jan-26,481,413517,10,87,Latur,Maharashtra
Jan-26,481,413518,2,25,Latur,Maharashtra
Jan-26,481,413519,2,62,Latur,Maharashtra
Jan-26,481,413520,9,147,Latur,Maharashtra
Jan-26,481,413521,2,24,Latur,Maharashtra
Jan-26,481,413522,0,21,Latur,Maharashtra
Jan-26,481,413523,1,36,Latur,Maharashtra
Jan-26,481,413524,1,13,Latur,Maharashtra
Jan-26,481,413527,1,25,Latur,Maharashtra
Jan-26,481,413529,0,12,Latur,Maharashtra
Jan-26,481,413530,0,27,Latur,Maharashtra
Jan-26,481,413531,2,75,Latur,Maharashtra
Jan-26,481,413532,0,6,Latur,Maharashtra
Jan-26,481,413544,1,26,Latur,Maharashtra
Jan-26,481,413581,1,2,Latur,Maharashtra
Jan-26,481,413607,0,2,Latur,Maharashtra
Jan-26,481,431522,1,11,Latur,Maharashtra
Jan-26,482,400001,0,15,Mumbai,Maharashtra
Jan-26,482,400002,1,12,Mumbai,Maharashtra
Jan-26,482,400003,3,46,Mumbai,Maharashtra
Jan-26,482,400004,2,61,Mumbai,Maharashtra
Jan-26,482,400005,5,44,Mumbai,Maharashtra
Jan-26,482,400006,0,18,Mumbai,Maharashtra
Jan-26,482,400007,0,16,Mumbai,Maharashtra
Jan-26,482,400008,7,40,Mumbai,Maharashtra
Jan-26,482,400009,2,22,Mumbai,Maharashtra
Jan-26,482,400010,4,45,Mumbai,Maharashtra
Jan-26,482,400011,4,40,Mumbai,Maharashtra
Jan-26,482,400012,4,57,Mumbai,Maharashtra
Jan-26,482,400014,1,16,Mumbai,Maharashtra
Jan-26,482,400015,4,21,Mumbai,Maharashtra
Jan-26,482,400016,4,31,Mumbai,Maharashtra
Jan-26,482,400017,6,99,Mumbai,Maharashtra
Jan-26,482,400018,6,53,Mumbai,Maharashtra
Jan-26,482,400019,2,31,Mumbai,Maharashtra
Jan-26,482,400020,0,6,Mumbai,Maharashtra
Jan-26,482,400021,1,3,Mumbai,Maharashtra
Jan-26,482,400022,1,38,Mumbai,Maharashtra
Jan-26,482,400025,0,8,Mumbai,Maharashtra
Jan-26,482,400026,0,13,Mumbai,Maharashtra
Jan-26,482,400027,1,7,Mumbai,Maharashtra
Jan-26,482,400028,5,38,Mumbai,Maharashtra
Jan-26,482,400030,1,12,Mumbai,Maharashtra
Jan-26,482,400031,2,37,Mumbai,Maharashtra
Jan-26,482,400033,0,17,Mumbai,Maharashtra
Jan-26,482,400034,0,3,Mumbai,Maharashtra
Jan-26,482,400036,0,3,Mumbai,Maharashtra
Jan-26,482,400037,6,105,Mumbai,Maharashtra
Jan-26,483,400010,4,45,Mumbai Suburban,Maharashtra
Jan-26,483,400024,2,24,Mumbai Suburban,Maharashtra
Jan-26,483,400029,0,9,Mumbai Suburban,Maharashtra
Jan-26,483,400042,3,34,Mumbai Suburban,Maharashtra
Jan-26,483,400043,6,89,Mumbai Suburban,Maharashtra
Jan-26,483,400049,2,27,Mumbai Suburban,Maharashtra
Jan-26,483,400050,2,70,Mumbai Suburban,Maharashtra
Jan-26,483,400051,6,56,Mumbai Suburban,Maharashtra
Jan-26,483,400052,0,11,Mumbai Suburban,Maharashtra
Jan-26,483,400053,6,85,Mumbai Suburban,Maharashtra
Jan-26,483,400054,1,26,Mumbai Suburban,Maharashtra
Jan-26,483,400055,2,61,Mumbai Suburban,Maharashtra
Jan-26,483,400056,2,16,Mumbai Suburban,Maharashtra
Jan-26,483,400057,2,37,Mumbai Suburban,Maharashtra
Jan-26,483,400058,3,109,Mumbai Suburban,Maharashtra
Jan-26,483,400059,5,55,Mumbai Suburban,Maharashtra
Jan-26,483,400060,6,55,Mumbai Suburban,Maharashtra
Jan-26,483,400061,2,34,Mumbai Suburban,Maharashtra
Jan-26,483,400063,3,32,Mumbai Suburban,Maharashtra
Jan-26,483,400064,10,87,Mumbai Suburban,Maharashtra
Jan-26,483,400065,6,38,Mumbai Suburban,Maharashtra
Jan-26,483,400066,9,78,Mumbai Suburban,Maharashtra
Jan-26,483,400067,4,130,Mumbai Suburban,Maharashtra
Jan-26,483,400068,10,150,Mumbai Suburban,Maharashtra
Jan-26,483,400069,5,43,Mumbai Suburban,Maharashtra
Jan-26,483,400070,14,148,Mumbai Suburban,Maharashtra
Jan-26,483,400071,7,92,Mumbai Suburban,Maharashtra
Jan-26,483,400072,20,158,Mumbai Suburban,Maharashtra
Jan-26,483,400074,10,88,Mumbai Suburban,Maharashtra
Jan-26,483,400075,6,46,Mumbai Suburban,Maharashtra
Jan-26,483,400076,4,39,Mumbai Suburban,Maharashtra
Jan-26,483,400077,3,20,Mumbai Suburban,Maharashtra
Jan-26,483,400078,20,133,Mumbai Suburban,Maharashtra
Jan-26,483,400079,2,46,Mumbai Suburban,Maharashtra
Jan-26,483,400080,11,102,Mumbai Suburban,Maharashtra
Jan-26,483,400081,9,54,Mumbai Suburban,Maharashtra
Jan-26,483,400082,0,15,Mumbai Suburban,Maharashtra
Jan-26,483,400083,2,70,Mumbai Suburban,Maharashtra
Jan-26,483,400084,3,57,Mumbai Suburban,Maharashtra
Jan-26,483,400085,0,1,Mumbai Suburban,Maharashtra
Jan-26,483,400086,3,38,Mumbai Suburban,Maharashtra
Jan-26,483,400087,0,5,Mumbai Suburban,Maharashtra
Jan-26,483,400088,14,76,Mumbai Suburban,Maharashtra
Jan-26,483,400089,4,50,Mumbai Suburban,Maharashtra
Jan-26,483,400091,4,21,Mumbai Suburban,Maharashtra
Jan-26,483,400092,6,67,Mumbai Suburban,Maharashtra
Jan-26,483,400093,4,66,Mumbai Suburban,Maharashtra
Jan-26,483,400094,2,7,Mumbai Suburban,Maharashtra
Jan-26,483,400095,10,126,Mumbai Suburban,Maharashtra
Jan-26,483,400097,6,97,Mumbai Suburban,Maharashtra
Jan-26,483,400098,0,10,Mumbai Suburban,Maharashtra
Jan-26,483,400099,1,30,Mumbai Suburban,Maharashtra
Jan-26,483,400101,10,117,Mumbai Suburban,Maharashtra
Jan-26,483,400102,12,103,Mumbai Suburban,Maharashtra
Jan-26,483,400103,3,47,Mumbai Suburban,Maharashtra
Jan-26,483,400104,8,135,Mumbai Suburban,Maharashtra
Jan-26,484,440001,0,30,Nagpur,Maharashtra
Jan-26,484,440002,0,13,Nagpur,Maharashtra
Jan-26,484,440003,2,12,Nagpur,Maharashtra
Jan-26,484,440004,0,14,Nagpur,Maharashtra
Jan-26,484,440005,1,1,Nagpur,Maharashtra
Jan-26,484,440006,1,7,Nagpur,Maharashtra
Jan-26,484,440007,0,4,Nagpur,Maharashtra
Jan-26,484,440008,9,103,Nagpur,Maharashtra
Jan-26,484,440009,2,27,Nagpur,Maharashtra
Jan-26,484,440010,3,30,Nagpur,Maharashtra
Jan-26,484,440012,2,9,Nagpur,Maharashtra
Jan-26,484,440013,8,50,Nagpur,Maharashtra
Jan-26,484,440014,1,19,Nagpur,Maharashtra
Jan-26,484,440015,2,20,Nagpur,Maharashtra
Jan-26,484,440016,6,17,Nagpur,Maharashtra
Jan-26,484,440017,3,84,Nagpur,Maharashtra
Jan-26,484,440018,0,23,Nagpur,Maharashtra
Jan-26,484,440019,1,10,Nagpur,Maharashtra
Jan-26,484,440022,5,38,Nagpur,Maharashtra
Jan-26,484,440023,5,71,Nagpur,Maharashtra
Jan-26,484,440024,10,87,Nagpur,Maharashtra
Jan-26,484,440025,0,6,Nagpur,Maharashtra
Jan-26,484,440026,10,94,Nagpur,Maharashtra
Jan-26,484,440027,4,47,Nagpur,Maharashtra
Jan-26,484,440030,2,26,Nagpur,Maharashtra
Jan-26,484,440032,2,17,Nagpur,Maharashtra
Jan-26,484,440033,0,4,Nagpur,Maharashtra
Jan-26,484,440034,22,109,Nagpur,Maharashtra
Jan-26,484,440035,5,49,Nagpur,Maharashtra
Jan-26,484,440036,0,11,Nagpur,Maharashtra
Jan-26,484,440037,2,13,Nagpur,Maharashtra
Jan-26,484,441001,0,6,Nagpur,Maharashtra
Jan-26,484,441002,0,22,Nagpur,Maharashtra
Jan-26,484,441101,0,2,Nagpur,Maharashtra
Jan-26,484,441102,1,19,Nagpur,Maharashtra
Jan-26,484,441104,3,18,Nagpur,Maharashtra
Jan-26,484,441105,0,27,Nagpur,Maharashtra
Jan-26,484,441106,5,55,Nagpur,Maharashtra
Jan-26,484,441107,8,43,Nagpur,Maharashtra
Jan-26,484,441108,5,77,Nagpur,Maharashtra
Jan-26,484,441110,2,35,Nagpur,Maharashtra
Jan-26,484,441111,2,11,Nagpur,Maharashtra
Jan-26,484,441112,1,4,Nagpur,Maharashtra
Jan-26,484,441113,0,16,Nagpur,Maharashtra
Jan-26,484,441122,3,25,Nagpur,Maharashtra
Jan-26,484,441123,1,3,Nagpur,Maharashtra
Jan-26,484,441201,0,16,Nagpur,Maharashtra
Jan-26,484,441202,3,21,Nagpur,Maharashtra
Jan-26,484,441203,2,22,Nagpur,Maharashtra
Jan-26,484,441204,0,5,Nagpur,Maharashtra
Jan-26,484,441210,0,2,Nagpur,Maharashtra
Jan-26,484,441214,1,6,Nagpur,Maharashtra
Jan-26,484,441301,0,5,Nagpur,Maharashtra
Jan-26,484,441302,3,29,Nagpur,Maharashtra
Jan-26,484,441304,1,5,Nagpur,Maharashtra
Jan-26,484,441305,1,13,Nagpur,Maharashtra
Jan-26,484,441306,1,3,Nagpur,Maharashtra
Jan-26,484,441401,0,4,Nagpur,Maharashtra
Jan-26,484,441404,1,14,Nagpur,Maharashtra
